ID_Cliente,Nome_Completo,Idade,Sexo,CPF,Estado,Cidade,Região,Tempo_de_Casa,Perfil_Investidor,Patrimonio_Total,Renda_Fixa,Acoes,FIIs,Cripto,ETFs,Tesouro,Valor_Pago_Corretora,Ativo
173,Miguel Barros,47,Pendente,68.8.457.831-97,SC,Gomes de Dias,Sul,17,Conservador,6685.69,46,13,19,10,11,43,65.23,Ativo
174,Sr. Pedro Miguel da Mota,32,M,85.3.686.632-26,SP,Cunha do Campo,Sudeste,15,Moderado,208444.65,16,5,11,5,14,15,916.51,Ativo
175,Amanda Lima,26,Não Informado,17.9.749.735-95,RS,Azevedo de Moreira,Sul,13,Moderado,263367.79,19,32,25,7,5,10,1093.13,Inativo
176,Bryan Gonçalves,39,M,20.4.618.723-74,SP,Peixoto da Serra,Centro-Oeste,9,Conservador,57140.79,9,0,4,0,4,22,342.11,Ativo
177,Yuri Viana,79,Não Informado,52.0.881.474-97,GO,Souza do Galho,Centro-Oeste,10,Conservador,194945.1,50,39,10,10,4,19,1428.57,Pendente
178,Fernando Rocha,41,M,32.7.195.005-93,SP,Mendes do Campo,Sudeste,14,Conservador,194681.54,17,1,32,6,8,22,1294.36,Inativo
179,Danilo das Neves,63,Não Informado,84.8.739.285-75,MG,Moreira de Minas,Sudeste,2,Conservador,98080.73,22,26,14,9,15,28,764.56,Inativo
180,Alana Ferreira,72,Não Informado,93.5.186.387-50,SP,Ramos,Sudeste,17,Arrojado,9230266.02,17,9,12,11,15,1,46449.92,Ativo
181,Sofia Ferreira,57,Pendente,40.5.391.037-48,PR,Moura do Campo,Sul,10,Arrojado,3898216.5,3,3,38,7,1,13,8788.67,Ativo
182,Lucas Araújo,24,M,38.6.338.392-37,MA,das Neves de Minas,Nordeste,3,Conservador,72824.28,52,33,32,1,12,45,631.8,Ativo
183,Pietra Jesus,75,Não Informado,85.5.665.939-09,RJ,Correia Grande,Sudeste,15,Arrojado,6189072.93,20,26,4,32,22,14,38812.94,Ativo
184,Heitor Sales,72,Não Informado,04.8.889.921-42,RJ,Castro,Sudeste,3,Arrojado,3286802.14,28,24,28,39,24,9,14510.35,Inativo
185,Beatriz Nogueira,62,Pendente,19.4.096.105-08,SP,Moura de Viana,Sudeste,4,Moderado,911700.28,7,12,23,6,4,5,5342.81,Pendente
186,Sofia da Costa,32,F,06.7.998.136-51,SP,Castro do Amparo,Sudeste,2,Conservador,174087.52,16,24,0,8,8,33,1100.14,Pendente
187,Emilly Azevedo,53,Pendente,83.3.146.591-13,SP,da Rosa dos Dourados,Sudeste,4,Conservador,95695.08,52,11,16,4,14,27,343.05,Inativo
188,João Guilherme Castro,27,M,10.3.924.051-80,SP,Viana da Praia,Sudeste,14,Conservador,64826.93,42,12,40,6,20,1,152.93,Ativo
189,Emilly da Mota,36,F,94.0.701.645-53,SP,Ramos,Sudeste,5,Arrojado,5842049.12,6,16,19,28,6,10,38931.65,Ativo
190,Clara Aragão,37,Não Informado,76.2.055.543-99,BA,Melo,Nordeste,16,Moderado,384934.9,11,4,13,9,11,20,2180.23,Ativo
191,Yuri da Rocha,57,F,63.9.264.957-31,ES,Vieira,Sudeste,15,Moderado,902941.82,27,1,22,3,3,16,2440.07,Pendente
192,Clara Dias,52,M,25.2.056.647-70,RJ,da Conceição do Sul,Sudeste,3,Arrojado,7156437.73,7,45,40,40,19,3,46651.06,Ativo
193,Cauê Viana,48,Não Informado,26.7.722.330-93,RS,da Luz do Campo,Sul,4,Conservador,22247.52,13,24,11,6,5,38,108.44,Ativo
194,Cauê Alves,56,Não Informado,56.9.998.808-40,SP,Duarte Verde,Sudeste,9,Moderado,378043.37,20,8,7,10,9,4,3377.51,Ativo
195,Davi Ferreira,36,Pendente,08.2.771.812-80,SP,Costela,Sudeste,4,Conservador,104221.83,28,22,21,6,1,37,462.37,Inativo
196,Marcela Correia,46,Não Informado,18.6.892.686-93,RS,Ribeiro,Sul,10,Moderado,560708.68,5,28,8,5,5,12,4694.19,Pendente
197,Sr. Levi Santos,18,Não Informado,77.8.097.339-58,SP,Barbosa,Sudeste,13,Arrojado,8764052.31,5,42,2,11,27,3,80527.05,Ativo
198,Manuela Jesus,37,Não Informado,10.1.622.499-00,MG,Araújo de Caldeira,Sudeste,13,Arrojado,6400918.94,7,37,22,33,2,11,14682.23,Ativo
199,Lara Cavalcanti,39,Pendente,68.3.390.198-80,RJ,Pires de Cardoso,Sudeste,13,Arrojado,6210696.63,28,18,15,15,3,2,26970.95,Ativo
200,Sr. Bernardo Costela,32,Não Informado,30.1.071.396-77,CE,Vieira Alegre,Nordeste,18,Arrojado,3584685.73,18,32,40,14,5,6,25289.46,Ativo
201,Marcela Gonçalves,79,M,23.5.577.027-15,SP,Santos de Pinto,Sudeste,11,Arrojado,2911041.4,19,15,3,12,22,14,13583.69,Ativo
202,Srta. Milena Vieira,22,F,40.5.682.996-98,SP,Pinto,Sudeste,1,Moderado,569976.06,24,2,21,6,14,19,3772.77,Ativo
203,Juan Mendes,46,Pendente,07.8.235.784-92,SP,Nunes de Peixoto,Sudeste,8,Moderado,764212.95,8,15,18,2,8,1,2214.57,Ativo
204,Ian Pereira,51,Não Informado,09.4.353.344-90,PR,Fernandes da Praia,Sul,1,Arrojado,7090455.6,4,30,31,23,0,15,19120.17,Ativo
205,Lorena Campos,22,Não Informado,95.8.702.070-70,RJ,Cardoso,Sudeste,12,Moderado,319456.58,8,25,21,2,7,0,2439.0,Inativo
206,Ana Luiza Moura,54,F,17.1.747.733-03,SP,Caldeira,Sudeste,16,Conservador,141230.84,62,28,18,4,7,31,1196.85,Inativo
207,Maria Eduarda Melo,56,Pendente,28.1.615.814-44,SP,Oliveira,Sudeste,9,Moderado,513661.53,21,32,35,5,1,13,2922.7,Ativo
208,Sophia Pereira,65,Pendente,71.9.975.817-01,RJ,Gomes,Sudeste,18,Arrojado,3193219.55,5,4,8,28,17,10,24118.6,Ativo
209,João Gabriel Cavalcanti,27,Não Informado,84.6.997.335-57,SP,da Costa,Sudeste,14,Conservador,137416.23,42,13,26,1,4,41,1104.81,Pendente
210,Clarice Cavalcanti,25,Não Informado,03.6.965.666-08,SP,Moura do Campo,Sudeste,7,Moderado,774232.98,27,23,24,5,17,20,7129.61,Ativo
211,Murilo das Neves,23,F,67.9.692.786-98,SP,Araújo Paulista,Sudeste,12,Conservador,38457.14,27,34,6,10,13,46,81.75,Inativo
212,Gabriel Lima,55,Não Informado,12.8.478.189-52,RJ,Monteiro do Sul,Sudeste,16,Conservador,85529.6,1,28,28,3,19,25,196.97,Ativo
213,Miguel Nunes,36,F,09.4.940.792-56,SP,da Conceição,Sudeste,15,Arrojado,1702737.27,19,19,2,14,31,16,9797.31,Ativo
214,Alice Carvalho,65,F,75.2.437.280-98,RJ,Nascimento,Sudeste,12,Arrojado,6618853.05,9,30,34,11,5,2,13989.77,Ativo
215,Heloísa da Cruz,21,F,76.7.478.366-93,SP,Lima Alegre,Sudeste,6,Conservador,167685.23,53,15,26,7,3,21,408.25,Ativo
216,Maria Vitória Cardoso,39,Não Informado,41.4.967.393-45,RJ,da Costa,Sudeste,10,Conservador,58469.65,56,13,21,10,2,19,511.84,Ativo
217,Ana Beatriz Cardoso,78,Pendente,39.1.119.269-02,RJ,Pires das Pedras,Sudeste,12,Moderado,638090.04,20,0,4,1,9,17,2261.8,Ativo
218,Laura Peixoto,42,Não Informado,50.4.427.173-00,PR,da Rosa do Galho,Sul,6,Moderado,435654.89,20,18,40,8,14,2,1768.19,Ativo
219,Dr. Carlos Eduardo Gomes,59,M,06.4.256.908-87,MG,Souza de Lima,Sudeste,7,Conservador,108585.8,30,4,18,3,1,31,892.35,Inativo
220,João Vitor Caldeira,79,M,58.5.174.328-00,SC,da Rocha,Sul,11,Arrojado,8028433.33,24,0,38,33,19,11,39109.28,Pendente
221,Vitor Cunha,68,Pendente,47.8.700.505-71,SP,Gonçalves Alegre,Sudeste,2,Arrojado,4510942.53,3,28,35,18,8,14,44978.92,Ativo
222,Luiz Felipe Pinto,20,F,20.2.041.792-89,PR,Costela,Sul,6,Arrojado,7005847.76,14,52,6,23,37,14,50656.85,Ativo
223,Rafaela Dias,66,M,92.5.114.262-93,PR,Cardoso das Flores,Sul,15,Moderado,675981.93,18,8,13,8,15,1,5051.41,Inativo
224,Srta. Larissa Aragão,62,Não Informado,23.2.487.632-99,MG,Cardoso de Lopes,Sudeste,15,Arrojado,1366290.05,3,37,31,1,19,17,3706.92,Inativo
225,Maria Julia Nunes,67,F,40.3.127.722-97,MG,Gonçalves do Campo,Norte,3,Arrojado,9552682.58,19,21,0,9,5,16,46762.39,Inativo
226,Igor da Cunha,64,Não Informado,99.5.635.315-90,MG,Moreira de Carvalho,Centro-Oeste,2,Conservador,87499.66,23,30,2,7,18,40,514.54,Inativo
227,Felipe Pinto,30,Não Informado,20.9.042.177-01,SP,Souza de Minas,Sudeste,4,Conservador,75730.95,15,19,36,1,19,24,234.1,Ativo
228,Vinicius Mendes,35,M,63.3.569.392-54,SP,Melo,Sudeste,18,Moderado,682908.79,24,24,7,10,17,13,4038.52,Inativo
229,Breno Silva,40,Não Informado,31.0.742.799-30,BA,Souza,Nordeste,3,Moderado,786781.04,15,16,32,7,2,9,6313.63,Inativo
230,Yago Monteiro,78,Pendente,89.3.195.085-34,SP,da Conceição de Goiás,Sudeste,4,Arrojado,4648243.35,24,28,25,34,3,7,10512.99,Pendente
231,Fernando da Paz,31,F,55.4.864.015-15,PE,da Costa,Nordeste,18,Conservador,73748.66,12,3,28,2,20,28,429.8,Pendente
232,Ana Julia da Luz,23,M,62.4.112.412-91,SP,Rezende de Porto,Sudeste,16,Conservador,94562.61,37,36,18,4,13,41,857.21,Inativo
233,Melissa Martins,59,Não Informado,69.5.579.887-11,RJ,da Costa dos Dourados,Sudeste,16,Arrojado,1204212.42,12,56,19,17,30,14,2620.72,Ativo
234,Laura Jesus,71,F,23.1.059.274-92,RJ,Caldeira da Praia,Sudeste,7,Moderado,337389.7,8,39,31,0,7,10,3169.12,Inativo
235,Henrique Rezende,18,Pendente,85.4.749.297-65,SP,Azevedo de Caldeira,Sudeste,3,Arrojado,3852493.88,10,32,7,12,37,7,12185.71,Inativo
236,Breno Carvalho,30,M,18.7.186.375-90,SP,Rezende Verde,Sudeste,16,Conservador,28745.24,39,16,34,4,2,15,191.66,Ativo
237,Srta. Lavínia da Mota,69,Não Informado,42.6.629.912-59,MG,Ribeiro do Galho,Sudeste,16,Arrojado,4249583.82,5,25,17,13,16,20,33243.76,Inativo
238,Levi Cavalcanti,36,Pendente,70.4.947.873-33,SP,Cardoso do Galho,Sudeste,6,Moderado,252892.62,28,4,16,9,8,15,2033.75,Inativo
239,Augusto Farias,55,Não Informado,96.4.715.890-42,SP,Pires de Souza,Nordeste,5,Arrojado,8508187.64,14,54,17,20,28,13,35885.29,Ativo
240,Bruna Moreira,29,M,92.8.554.451-75,PR,Gomes das Flores,Sul,13,Moderado,902653.81,4,11,17,9,7,3,8566.67,Pendente
241,Sr. Pedro Lucas Melo,72,Pendente,81.6.711.207-10,RJ,Melo,Sudeste,17,Conservador,104115.98,26,14,36,1,3,24,955.42,Ativo
242,Nicole Nogueira,26,M,61.1.076.031-53,SP,Fernandes Grande,Sudeste,17,Moderado,911781.11,18,14,28,0,16,15,2861.97,Inativo
243,Nathan da Conceição,78,Não Informado,95.5.289.389-53,SP,Lima das Flores,Sudeste,15,Moderado,295137.77,8,27,30,8,18,1,1026.56,Pendente
244,Rafaela Cardoso,46,M,25.6.638.361-87,SP,Nascimento Alegre,Sudeste,12,Arrojado,2952982.68,6,54,21,39,4,6,22625.9,Inativo
245,Raul Souza,36,Não Informado,31.7.520.716-20,SC,Pereira,Sul,3,Conservador,99667.39,25,28,3,5,8,14,747.14,Inativo
246,Sr. João Guilherme Lima,64,Não Informado,49.9.465.796-34,SP,da Rosa,Sudeste,19,Conservador,79567.48,49,30,36,2,7,49,696.39,Inativo
247,Caroline das Neves,37,Pendente,91.1.877.347-80,ES,da Costa,Sudeste,18,Conservador,25315.82,34,38,1,7,17,12,86.9,Inativo
248,Yuri Castro,74,F,76.2.467.197-24,RJ,Mendes,Sudeste,19,Arrojado,5919580.3,28,26,37,15,13,1,13395.29,Ativo
249,Ana Nascimento,40,Pendente,05.6.165.565-05,MG,da Cruz,Sudeste,18,Moderado,649804.33,5,11,24,4,14,1,1618.92,Ativo
250,Dra. Bárbara Pires,48,Pendente,05.6.965.917-52,SP,Oliveira,Sudeste,7,Moderado,674025.33,27,12,14,0,7,1,4411.09,Pendente
251,Rebeca Duarte,69,F,91.9.195.419-34,SP,Gomes de Porto,Sudeste,17,Arrojado,8303114.6,17,15,32,7,21,2,30826.48,Inativo
252,Eduarda Lima,63,Pendente,29.7.374.896-83,SC,da Mota de Moura,Sul,19,Conservador,130655.83,21,17,22,2,8,40,1059.3,Pendente
253,Laura Rezende,61,Pendente,36.3.123.034-62,PI,Nascimento do Galho,Nordeste,12,Moderado,569989.35,7,33,36,4,18,16,2357.18,Ativo
254,Bruna da Paz,38,Pendente,41.6.516.231-04,RJ,Fernandes,Sudeste,8,Arrojado,9150900.6,6,2,32,11,22,5,71192.1,Ativo
255,Luana Moura,33,Não Informado,32.1.234.764-39,RJ,Silveira,Sudeste,19,Arrojado,8460834.24,28,15,35,10,5,19,56472.77,Pendente
256,Gustavo Henrique Cardoso,69,M,34.8.645.183-94,BA,Fogaça,Nordeste,3,Conservador,63981.5,30,39,35,9,7,34,138.75,Pendente
257,Bianca Pinto,70,Não Informado,76.5.612.481-04,MT,das Neves,Nordeste,3,Moderado,440710.52,28,12,34,2,9,15,3153.48,Ativo
258,Isabel Araújo,33,Pendente,29.6.577.242-10,SP,Barros das Flores,Sudeste,5,Arrojado,3940915.08,21,38,7,18,26,15,17514.93,Inativo
259,Sr. João Pedro Cardoso,30,Não Informado,20.6.969.421-60,MG,das Neves do Sul,Sudeste,4,Conservador,17795.39,26,15,33,6,0,20,122.72,Inativo
260,Theo Melo,56,F,43.6.262.044-30,AM,Cunha,Norte,13,Arrojado,5732539.3,26,56,23,10,9,21,45697.19,Inativo
261,Lucas Cunha,21,M,53.7.599.004-02,SP,Porto de Almeida,Sudeste,11,Arrojado,7158403.78,14,8,13,28,27,0,56471.45,Ativo
262,Fernando da Rosa,25,Não Informado,02.7.456.449-12,RJ,Vieira,Sudeste,5,Arrojado,4338110.92,28,35,10,20,37,11,19688.69,Ativo
263,Marcela Pereira,63,Não Informado,61.7.075.877-52,SC,Gomes,Sul,15,Conservador,63793.04,70,6,34,7,16,38,244.89,Inativo
264,Cauã Barros,29,Não Informado,13.7.150.416-41,RJ,Peixoto,Sudeste,6,Conservador,70571.26,14,33,30,8,11,14,704.59,Ativo
265,Laís Campos,64,Pendente,23.0.450.189-39,SP,Sales,Sudeste,12,Moderado,323020.37,2,26,18,10,12,17,2341.7,Pendente
266,Alexia Silva,26,Não Informado,15.8.377.674-52,SP,da Conceição,Sudeste,5,Moderado,271350.65,26,31,11,8,13,3,1481.27,Ativo
267,Agatha Moraes,45,M,74.2.243.864-96,RJ,Peixoto,Sudeste,2,Moderado,691094.23,13,2,14,5,4,9,4120.7,Inativo
268,Natália Cardoso,71,Não Informado,01.6.459.779-43,RJ,Campos do Galho,Sudeste,11,Arrojado,1968689.54,13,40,23,10,10,2,5731.81,Inativo
269,Valentina Santos,79,Pendente,74.9.956.412-62,SC,Nogueira,Sul,13,Conservador,43002.61,5,10,27,4,0,49,311.61,Pendente
270,Amanda Nogueira,19,M,22.7.770.793-74,SP,Fernandes do Sul,Sudeste,4,Arrojado,9734683.27,26,39,26,17,25,4,42904.09,Inativo
271,João Felipe Duarte,64,Pendente,73.0.806.958-36,SP,Melo,Sudeste,16,Conservador,67436.16,7,17,17,5,12,42,154.84,Ativo
272,João Gabriel Viana,76,Pendente,72.4.665.729-07,SP,da Luz dos Dourados,Sudeste,18,Moderado,293552.59,19,18,17,2,15,13,1779.25,Ativo
273,Marina da Mata,29,Pendente,01.5.619.318-37,SP,Campos,Sudeste,6,Moderado,303277.24,6,4,17,10,6,12,650.54,Inativo
274,Alícia Gonçalves,80,M,99.1.808.121-04,SP,Barbosa,Sudeste,7,Moderado,815499.12,23,36,34,9,12,11,7804.44,Ativo
275,Augusto Lopes,39,Não Informado,82.1.456.532-44,DF,Silva das Flores,Centro-Oeste,1,Moderado,809571.75,15,6,15,8,2,17,6601.05,Inativo
276,Lorena Fernandes,43,F,60.6.029.084-18,RS,da Mota,Sul,3,Moderado,530727.53,12,34,32,4,1,9,4484.63,Ativo
277,Sr. Pietro Melo,40,Não Informado,34.1.085.628-52,SP,Costa da Praia,Sudeste,11,Moderado,777240.84,9,33,36,6,3,7,7073.39,Pendente
278,Sofia Pires,34,Pendente,51.0.174.907-91,GO,Mendes da Serra,Centro-Oeste,19,Moderado,617068.69,23,1,32,6,5,3,6106.29,Ativo
279,Sra. Isadora Silveira,24,Não Informado,89.3.571.266-35,SP,Cardoso das Pedras,Sudeste,16,Arrojado,6090375.04,27,32,24,14,11,13,44943.74,Inativo
280,Maria da Mata,70,F,28.2.772.881-82,SP,Martins do Campo,Sudeste,17,Moderado,371827.52,2,16,22,8,17,14,3707.9,Inativo
281,Dr. Henrique Porto,19,F,29.6.044.327-61,MG,da Cunha dos Dourados,Sudeste,13,Conservador,188869.84,26,24,16,1,11,48,939.01,Inativo
282,Amanda Moraes,46,F,51.9.966.365-88,SP,Freitas do Norte,Sudeste,17,Conservador,84097.46,40,36,31,5,14,28,507.79,Pendente
283,Maysa Nunes,79,Pendente,83.7.801.820-25,RJ,Silva da Serra,Sudeste,3,Arrojado,3496375.89,3,1,25,31,12,3,9374.54,Ativo
284,Otávio Pires,25,M,82.4.224.124-40,SP,Costela,Sudeste,18,Arrojado,4998065.22,24,24,2,34,1,12,44368.76,Ativo
285,Yago Moreira,50,Pendente,61.4.057.861-24,AL,Nogueira Verde,Nordeste,17,Moderado,345166.27,24,5,7,10,6,7,1352.01,Inativo
286,Brenda Porto,41,Pendente,23.8.687.007-30,RJ,Moura dos Dourados,Sudeste,10,Conservador,54562.79,67,10,22,8,6,34,386.65,Inativo
287,Murilo Cunha,22,Não Informado,16.1.284.639-40,TO,Novaes Alegre,Norte,15,Conservador,12974.83,65,10,27,10,17,14,55.15,Ativo
288,Felipe Correia,75,M,26.8.768.118-08,RJ,da Mata,Sudeste,19,Moderado,708135.9,27,10,24,3,4,13,2173.84,Ativo
289,Joana Costa,66,Não Informado,53.1.943.375-13,SP,Ferreira dos Dourados,Sudeste,10,Arrojado,2110740.33,25,31,13,28,27,7,7480.31,Ativo
290,Esther Rodrigues,55,F,12.4.938.430-37,SP,Costa,Sudeste,13,Arrojado,2881776.89,6,24,35,23,20,16,18805.49,Ativo
291,Levi da Luz,51,M,30.4.687.506-14,PI,Carvalho de Lopes,Nordeste,2,Arrojado,6041043.8,14,38,38,2,38,19,25325.78,Ativo
292,Sr. Marcos Vinicius Viana,69,Não Informado,43.1.735.058-08,SP,Jesus da Serra,Sudeste,12,Conservador,198062.66,16,38,37,2,7,34,440.29,Ativo
293,Dra. Maysa da Luz,58,Não Informado,11.0.804.661-42,PR,Silva de Goiás,Sul,8,Conservador,125444.4,41,2,1,3,17,4,1173.27,Ativo
294,Daniel Duarte,18,Pendente,19.3.928.456-26,MG,Araújo de Moreira,Sudeste,11,Arrojado,6616073.41,14,26,25,4,26,9,40607.49,Ativo
295,Isadora Rezende,41,M,89.2.038.806-74,RJ,Carvalho,Sudeste,10,Conservador,159608.09,4,17,38,8,6,16,507.44,Ativo
296,João Vitor Rocha,47,M,73.0.337.933-98,SP,Oliveira Verde,Sudeste,19,Conservador,157267.5,24,28,39,6,7,33,1089.68,Ativo
297,Ian Cardoso,30,Não Informado,23.4.258.323-01,RJ,Rezende de Silveira,Sudeste,10,Arrojado,4383206.23,12,0,0,14,22,17,30904.57,Inativo
298,Yago Vieira,74,Não Informado,11.2.233.865-11,SP,Costela,Sudeste,19,Conservador,166457.7,10,35,14,2,9,33,561.11,Ativo
299,Ana Carolina Costa,64,M,79.1.286.857-76,SP,Jesus,Sudeste,1,Conservador,152853.39,41,12,6,2,13,43,927.23,Inativo
300,Igor das Neves,45,Não Informado,92.5.481.214-53,RJ,Silveira da Mata,Sudeste,19,Arrojado,7250587.06,21,16,16,37,23,10,26276.16,Ativo
301,Fernando da Paz,36,Pendente,88.1.431.115-39,SP,Costela da Mata,Sudeste,12,Moderado,609809.67,10,17,15,5,5,9,2515.46,Ativo
302,Ana Laura Santos,70,Não Informado,66.9.078.263-80,SP,da Costa,Sudeste,16,Moderado,400018.91,22,34,8,6,3,15,2538.12,Ativo
303,Mariane Mendes,19,Não Informado,29.2.407.553-06,SP,Araújo,Sudeste,14,Arrojado,6283032.75,17,49,14,3,34,9,33560.84,Ativo
304,Pedro Ferreira,80,Não Informado,36.1.863.715-22,SP,Peixoto,Sudeste,17,Arrojado,5838436.06,10,47,37,6,38,0,39841.62,Inativo
305,Alice Sales,41,Pendente,02.5.662.128-48,RJ,Jesus do Amparo,Sudeste,4,Conservador,35113.31,45,31,23,0,4,9,152.0,Ativo
306,Juliana Jesus,46,M,69.3.859.777-41,SP,Cardoso de Caldeira,Sudeste,1,Conservador,26856.52,14,28,19,6,19,22,200.85,Inativo
307,Kamilly Rocha,62,Pendente,16.0.324.841-22,RJ,da Rocha de Mendes,Sudeste,5,Moderado,477425.47,25,16,33,8,8,16,2605.13,Inativo
308,Ian Lopes,58,Não Informado,65.6.360.041-76,MG,Nunes Grande,Sudeste,4,Moderado,529022.53,23,15,30,5,16,2,1935.68,Ativo
309,Sr. Ian Duarte,65,Não Informado,21.0.427.523-70,PR,Costa de Fogaça,Sul,9,Moderado,569085.6,2,28,18,5,6,13,3901.6,Ativo
310,Danilo Castro,76,F,31.0.600.531-95,RS,Gonçalves,Sul,9,Conservador,167463.73,56,28,36,4,6,32,1369.73,Ativo
311,Kamilly Farias,40,Não Informado,20.6.506.373-48,SP,Martins,Sudeste,12,Arrojado,2510945.99,5,6,13,22,8,8,23882.58,Ativo
312,Sra. Caroline da Cruz,38,Não Informado,25.2.571.509-80,SP,Silva de Rezende,Sudeste,15,Moderado,235151.15,27,31,20,10,14,8,1541.1,Ativo
313,Luiz Felipe Aragão,30,F,63.0.397.524-05,CE,Novaes,Nordeste,5,Conservador,101180.59,49,1,30,1,5,1,266.62,Ativo
314,Eduarda da Rosa,51,Não Informado,27.0.171.302-19,SP,Barros do Norte,Sudeste,2,Moderado,718437.14,10,36,14,2,12,0,5387.42,Inativo
315,Maria Vitória Ribeiro,23,Não Informado,66.2.776.896-81,AM,Teixeira do Sul,Norte,9,Conservador,48025.72,5,12,28,2,4,36,268.28,Inativo
316,Leandro Cunha,48,F,23.0.085.766-99,SC,Moreira das Flores,Nordeste,15,Conservador,152012.81,65,6,28,3,9,30,1041.01,Pendente
317,João Barros,58,Não Informado,06.6.337.050-77,PI,Moreira,Nordeste,1,Arrojado,9887698.56,2,60,5,37,6,18,80784.11,Inativo
318,Breno Nogueira,51,F,62.6.448.869-02,MG,Vieira de Freitas,Sudeste,9,Moderado,955412.18,4,23,27,2,2,5,4848.51,Ativo
319,Nina Costa,24,M,68.6.462.252-59,SP,Castro,Sudeste,11,Arrojado,8824761.63,3,48,33,11,8,11,18102.78,Ativo
320,Dr. Matheus Moreira,42,M,41.5.093.771-07,PR,da Paz,Sul,11,Conservador,90681.5,55,2,7,8,5,9,634.35,Ativo
321,Juliana Santos,41,Não Informado,53.5.669.055-00,SP,Barbosa,Sudeste,4,Arrojado,6242009.04,30,31,0,24,39,2,36115.35,Ativo
322,Theo Melo,30,M,50.5.057.397-12,PR,Silveira de Ramos,Sul,13,Arrojado,8518790.43,28,7,21,38,30,1,63801.3,Pendente
323,Maitê Cunha,50,M,27.1.487.271-97,SP,Lopes da Serra,Sudeste,6,Moderado,951267.8,28,26,28,1,8,10,8522.28,Pendente
324,Sarah Jesus,25,F,87.1.539.915-06,RJ,Santos do Galho,Sudeste,10,Conservador,150897.25,51,19,32,2,21,4,612.8,Pendente
325,Rafaela Jesus,54,Não Informado,25.6.904.098-39,SP,Aragão de Moura,Sudeste,18,Moderado,723135.72,24,17,9,3,6,19,4872.2,Ativo
326,Ana Sophia Peixoto,61,Não Informado,29.4.209.548-20,SP,Araújo do Amparo,Sudeste,15,Moderado,838014.51,28,27,24,1,0,3,7147.58,Inativo
327,Valentina Dias,77,F,76.4.208.656-38,PE,Rocha,Nordeste,7,Arrojado,5304544.72,25,42,15,39,13,10,41700.43,Ativo
328,Marina Nascimento,37,Não Informado,29.2.774.233-23,MG,Farias,Sudeste,1,Moderado,257458.58,22,37,28,5,2,6,2298.29,Pendente
329,Pietra Correia,25,Pendente,59.6.263.013-09,PR,Aragão,Sul,1,Arrojado,8705271.66,3,52,15,39,27,16,42174.18,Ativo
330,Dr. Davi Lucas Oliveira,25,Não Informado,83.0.999.741-88,SP,Oliveira,Sudeste,5,Conservador,130906.6,26,32,26,8,17,35,945.87,Ativo
331,Lorena Caldeira,49,M,89.8.131.292-39,PR,Silveira,Sul,17,Arrojado,4902908.31,17,4,36,32,7,2,31616.31,Ativo
332,Giovanna Rocha,18,F,40.8.487.297-06,SP,Lopes da Serra,Sudeste,8,Conservador,26634.38,14,22,34,0,20,8,169.27,Pendente
333,Heloísa Viana,35,F,96.1.844.626-36,MG,Ferreira do Amparo,Sudeste,2,Moderado,684937.71,15,27,2,0,3,14,2105.27,Ativo
334,Guilherme Jesus,38,Não Informado,60.9.314.181-00,RJ,Jesus,Sudeste,10,Arrojado,2289195.55,6,16,25,26,28,13,13944.45,Inativo
335,Thales da Rocha,55,Não Informado,18.5.948.491-33,MG,Lopes de Rocha,Sudeste,16,Conservador,73201.08,22,33,9,0,8,13,688.46,Ativo
336,Vitória Freitas,42,Pendente,40.5.396.727-93,AM,Costa Verde,Norte,2,Conservador,69689.4,52,21,24,8,10,48,425.7,Inativo
337,Isis Novaes,28,Pendente,01.4.870.682-71,RO,da Conceição da Mata,Norte,18,Moderado,616475.73,22,9,25,1,6,18,4363.05,Ativo
338,Theo Cardoso,56,Não Informado,28.3.215.285-62,RJ,Pires Paulista,Sudeste,12,Arrojado,7280937.58,12,55,30,28,28,12,57605.8,Ativo
339,Clara da Paz,77,Pendente,07.9.705.097-38,MT,Fogaça Grande,Centro-Oeste,1,Conservador,68253.76,48,34,34,3,10,42,481.15,Ativo
340,Sarah Duarte,41,Não Informado,56.2.841.772-67,SP,Barros,Sudeste,7,Arrojado,2675419.36,11,30,3,21,6,2,8681.85,Inativo
341,Clarice Dias,53,Não Informado,25.6.862.110-94,SP,Castro,Sudeste,5,Arrojado,2786181.56,6,24,30,36,6,1,20400.26,Inativo
342,Dr. Caio Cunha,33,Não Informado,14.3.637.189-94,SP,Vieira,Sudeste,12,Arrojado,3128544.42,20,59,28,17,12,7,12457.8,Inativo
343,Milena Ribeiro,80,F,35.6.708.604-97,SP,da Paz de Gomes,Sudeste,16,Arrojado,2338534.9,4,16,8,6,1,8,11792.81,Pendente
344,Pedro Caldeira,41,Não Informado,41.1.082.555-58,SP,Dias,Sudeste,8,Arrojado,4762667.8,10,2,2,30,8,1,13364.49,Inativo
345,Dra. Alícia da Luz,78,Pendente,95.4.738.202-04,RS,da Luz do Norte,Sul,17,Arrojado,3483522.52,21,7,28,28,2,2,12343.58,Ativo
346,Valentina Sales,21,F,67.8.812.786-76,SP,Gonçalves,Sudeste,6,Arrojado,9776135.42,27,43,36,3,17,9,66411.53,Ativo
347,André Jesus,53,M,23.0.834.024-06,RJ,Melo,Sudeste,16,Conservador,37629.2,11,28,35,8,9,11,166.6,Ativo
